Month:Day:Hr:Min:Sec:MSec,Packet number,Element 1, Element 2, Element 3, Element 4
9:30:16:0:32:167,2540,0.2470714,0.6892119,-0.6714506,-0.1144414
9:30:16:0:32:227,2547,0.2470748,0.6892215,-0.67146,-0.1143209
9:30:16:0:32:286,2554,0.247003,0.6890083,-0.6716748,-0.114499
9:30:16:0:32:345,2562,0.2470107,0.6887857,-0.6718789,-0.1146247
9:30:16:0:32:404,2569,0.247008,0.688595,-0.6720546,-0.1147455
9:30:16:0:32:464,2576,0.2469494,0.6884799,-0.6721835,-0.1148077
9:30:16:0:32:533,2585,0.2469469,0.6882288,-0.6724208,-0.1149286
9:30:16:0:32:592,2592,0.2468869,0.6880484,-0.6726065,-0.1150511
9:30:16:0:32:652,2599,0.2468856,0.6879227,-0.6727251,-0.1151116
9:30:16:0:32:711,2607,0.2468201,0.6878493,-0.6728351,-0.1150484
9:30:16:0:32:770,2614,0.2468346,0.6875844,-0.6730576,-0.1152993
9:30:16:0:32:829,2621,0.2467643,0.6873755,-0.6732765,-0.1154171
9:30:16:0:32:888,2628,0.246763,0.6872498,-0.6733949,-0.1154775
9:30:16:0:32:948,2636,0.2467043,0.6871344,-0.6735235,-0.1155396
9:30:16:0:33:7,2643,0.2467049,0.6869529,-0.6737083,-0.1155399
9:30:16:0:33:66,2650,0.2466478,0.6869028,-0.67378,-0.1155418
9:30:16:0:33:126,2658,0.2466411,0.6868842,-0.6738228,-0.1154166
9:30:16:0:33:185,2665,0.2465826,0.6867083,-0.6740129,-0.1154788
9:30:16:0:33:244,2672,0.2465828,0.6866478,-0.6740745,-0.1154789
9:30:16:0:33:303,2680,0.2465276,0.6865419,-0.6742125,-0.1154206
9:30:16:0:33:432,2693,0.2465184,0.6860891,-0.6746146,-0.1157825
9:30:16:0:33:491,2699,0.24647,0.6859412,-0.6747712,-0.1158495
9:30:16:0:33:551,2706,0.2464602,0.6857917,-0.6749274,-0.1158448
9:30:16:0:33:610,2713,0.2464015,0.685676,-0.6750558,-0.115907
9:30:16:0:33:669,2720,0.2463948,0.6856574,-0.6750985,-0.1157817
9:30:16:0:33:728,2728,0.2464561,0.685353,-0.6753434,-0.116026
9:30:16:0:33:787,2735,0.246399,0.685242,-0.6754764,-0.1160279
9:30:16:0:33:847,2742,0.2463992,0.6851814,-0.6755378,-0.116028
9:30:16:0:33:906,2750,0.2463995,0.6850601,-0.6756607,-0.1160281
9:30:16:0:33:965,2757,0.2463424,0.6849492,-0.6757937,-0.11603
9:30:16:0:34:25,2764,0.2463357,0.6849306,-0.6758364,-0.1159048
9:30:16:0:34:84,2770,0.2463343,0.6848044,-0.6759545,-0.1159651
9:30:16:0:34:153,2779,0.2462841,0.6845906,-0.6761674,-0.1160923
9:30:16:0:34:212,2786,0.2462741,0.6845016,-0.676262,-0.1160876
9:30:16:0:34:272,2793,0.2462136,0.6843202,-0.6764467,-0.1162099
9:30:16:0:34:331,2801,0.2462124,0.6838893,-0.6768093,-0.1166365
9:30:16:0:34:390,2808,0.2462142,0.6838334,-0.6768755,-0.1165764
9:30:16:0:34:449,2815,0.2462144,0.6837119,-0.6769981,-0.1165765
9:30:16:0:34:509,2823,0.2461556,0.683535,-0.6771874,-0.1166386
9:30:16:0:34:568,2830,0.2460967,0.6834189,-0.6773153,-0.1167006
9:30:16:0:34:627,2837,0.2460952,0.6832924,-0.677433,-0.1167609
9:30:16:0:34:686,2844,0.2460431,0.6830123,-0.677702,-0.1169483
9:30:16:0:34:746,2852,0.2460348,0.6829281,-0.6778011,-0.1168833
9:30:16:0:34:805,2859,0.2459775,0.6828775,-0.6778725,-0.1168851
9:30:16:0:34:864,2866,0.2459641,0.6826571,-0.6780795,-0.1170008
9:30:16:0:34:923,2873,0.245971,0.6824321,-0.6782817,-0.1171261
9:30:16:0:34:993,2881,0.2458512,0.6821945,-0.6785324,-0.1173104
9:30:16:0:35:52,2888,0.2458479,0.6820021,-0.6787062,-0.1174308
9:30:16:0:35:111,2896,0.2457957,0.6817213,-0.6789746,-0.1176181
9:30:16:0:35:170,2903,0.2457838,0.6815662,-0.6791249,-0.1176735
9:30:16:0:35:230,2910,0.2457871,0.6812093,-0.6794392,-0.1179192
9:30:16:0:35:289,2917,0.245728,0.6810316,-0.6796278,-0.1179812
9:30:16:0:35:348,2925,0.245669,0.680793,-0.6798775,-0.1180432
9:30:16:0:35:408,2932,0.245669,0.680732,-0.6799386,-0.1180432
9:30:16:0:35:467,2939,0.2456117,0.6806203,-0.6800709,-0.118045
9:30:16:0:35:526,2947,0.2456015,0.6804699,-0.6802258,-0.1180401
9:30:16:0:35:585,2954,0.2455508,0.6802544,-0.6804375,-0.1181671
9:30:16:0:35:645,2961,0.2455419,0.6799246,-0.6807181,-0.118468
9:30:16:0:35:704,2969,0.2454857,0.6795108,-0.6810977,-0.1187755
9:30:16:0:35:764,2976,0.2454265,0.6793327,-0.6812859,-0.1188375
9:30:16:0:35:822,2983,0.2454264,0.6792105,-0.6814078,-0.1188374
9:30:16:0:35:892,2992,0.2454246,0.6790222,-0.6815857,-0.1188975
9:30:16:0:35:951,2999,0.2453617,0.6787729,-0.6818247,-0.1190798
9:30:16:0:36:10,3006,0.2453634,0.6786556,-0.6819515,-0.1190195
9:30:16:0:36:69,3011,0.2453022,0.6784111,-0.6821953,-0.1191416
9:30:16:0:36:129,3019,0.2453003,0.6782226,-0.682373,-0.1192016
9:30:16:0:36:188,3026,0.2453001,0.6781002,-0.6824947,-0.1192016
9:30:16:0:36:247,3033,0.245239,0.6779168,-0.6826775,-0.1193236
9:30:16:0:36:307,3041,0.2451777,0.6776108,-0.6829818,-0.1194455
9:30:16:0:36:366,3048,0.2451757,0.6774834,-0.6830986,-0.1195056
9:30:16:0:36:425,3055,0.2451135,0.67748,-0.6831563,-0.1193219
9:30:16:0:36:484,3060,0.2451272,0.6774569,-0.6831945,-0.1192065
9:30:16:0:36:544,3068,0.2451234,0.6772631,-0.6833668,-0.1193267
9:30:16:0:36:613,3076,0.2450575,0.6771887,-0.6834754,-0.1192633
9:30:16:0:36:672,3083,0.2450555,0.6770611,-0.6835919,-0.1193234
9:30:16:0:36:731,3091,0.244996,0.6768824,-0.6837794,-0.1193852
9:30:16:0:36:791,3096,0.2449939,0.6766935,-0.6839566,-0.1194452
9:30:16:0:36:850,3103,0.2450001,0.6764665,-0.6841571,-0.1195703
9:30:16:0:36:909,3111,0.2448776,0.6761601,-0.6844611,-0.1198143
9:30:16:0:36:968,3118,0.2448059,0.6758866,-0.6847364,-0.1199311
9:30:16:0:37:28,3125,0.2448101,0.6755929,-0.6849923,-0.1201163
9:30:16:0:37:87,3131,0.2447525,0.6754801,-0.6851237,-0.1201179
9:30:16:0:37:146,3139,0.2446953,0.6750635,-0.6855007,-0.120425
9:30:16:0:37:206,3146,0.244681,0.6748409,-0.6857048,-0.12054
9:30:16:0:37:265,3153,0.2446256,0.6744905,-0.6860259,-0.1207869
9:30:16:0:37:324,3161,0.244576,0.6742777,-0.686241,-0.1208536
9:30:16:0:37:383,3167,0.2445698,0.6740166,-0.6864678,-0.1210337
9:30:16:0:37:453,3174,0.2444998,0.6738088,-0.6866868,-0.1210903
9:30:16:0:37:512,3182,0.2444443,0.6734577,-0.6870074,-0.1213371
9:30:16:0:37:571,3189,0.2444499,0.6731679,-0.6872672,-0.121462
9:30:16:0:37:630,3196,0.2443798,0.6729599,-0.6874859,-0.1215185
9:30:16:0:37:690,3203,0.2443914,0.6728697,-0.6875796,-0.1214632
9:30:16:0:37:749,3211,0.2443233,0.6727283,-0.6877429,-0.1214597
9:30:16:0:37:808,3218,0.2443249,0.6726716,-0.6878084,-0.1213995
9:30:16:0:37:868,3225,0.2443162,0.6725867,-0.6879061,-0.1213342
9:30:16:0:37:927,3233,0.2442704,0.6725066,-0.68801,-0.1212807
9:30:16:0:37:986,3240,0.2442046,0.6721883,-0.6883017,-0.1215225
9:30:16:0:38:105,3253,0.244146,0.6718897,-0.6886137,-0.1215237
9:30:16:0:38:164,3260,0.2441375,0.6715611,-0.6888949,-0.1217636
9:30:16:0:38:223,3267,0.2440793,0.6713859,-0.6890861,-0.121765
9:30:16:0:38:292,3276,0.2440829,0.6713958,-0.6890963,-0.1216447
9:30:16:0:38:352,3283,0.24407,0.6711773,-0.689304,-0.1216993
9:30:16:0:38:411,3290,0.2440182,0.6709585,-0.6895131,-0.121826
9:30:16:0:38:470,3295,0.2439644,0.6709784,-0.6895337,-0.1217075
9:30:16:0:38:530,3303,0.2438962,0.6708365,-0.6896964,-0.1217039
9:30:16:0:38:589,3310,0.2438956,0.6707129,-0.6898169,-0.1217037
9:30:16:0:38:648,3317,0.2438437,0.6704939,-0.6900258,-0.1218303
9:30:16:0:38:708,3325,0.2437715,0.6702801,-0.6902384,-0.1219468
9:30:16:0:38:767,3331,0.2437174,0.669994,-0.6905022,-0.1221334
9:30:16:0:38:885,3343,0.2437201,0.669574,-0.6908759,-0.1223178
9:30:16:0:38:945,3351,0.2437113,0.6694889,-0.690973,-0.1222524
9:30:16:0:39:4,3358,0.2437128,0.669432,-0.6910384,-0.1221921
9:30:16:0:39:64,3365,0.2436426,0.6692849,-0.6911956,-0.1222486
9:30:16:0:39:132,3374,0.2436498,0.6690603,-0.691399,-0.1223132
9:30:16:0:39:191,3381,0.2435899,0.6689414,-0.6915243,-0.1223748
9:30:16:0:39:251,3387,0.243591,0.6688225,-0.6916496,-0.1223143
9:30:16:0:39:310,3395,0.2435925,0.6687655,-0.6917148,-0.122254
9:30:16:0:39:369,3402,0.243594,0.6687085,-0.69178,-0.1221937
9:30:16:0:39:429,3409,0.2435834,0.6686183,-0.6918719,-0.1221884
9:30:16:0:39:488,3416,0.2435886,0.6683886,-0.6920699,-0.1223131
9:30:16:0:39:547,3421,0.2435342,0.6681017,-0.692333,-0.1224996
9:30:16:0:39:606,3428,0.2435317,0.6679726,-0.6924479,-0.1225593
9:30:16:0:39:666,3435,0.2435369,0.6677427,-0.6926457,-0.122684
9:30:16:0:39:725,3443,0.2434666,0.6675953,-0.6928025,-0.1227404
9:30:16:0:39:784,3450,0.2434618,0.667399,-0.692972,-0.12286
9:30:16:0:39:844,3455,0.2434754,0.6673752,-0.6930106,-0.1227448
9:30:16:0:39:972,3469,0.2434017,0.6669744,-0.6934019,-0.1228605
9:30:16:0:40:31,3476,0.2433493,0.666754,-0.6936097,-0.1229869
9:30:16:0:40:91,3484,0.2433485,0.6666297,-0.6937295,-0.1229865
9:30:16:0:40:150,3488,0.2432804,0.6665493,-0.6938314,-0.1229829
9:30:16:0:40:268,3500,0.2432931,0.666401,-0.6939897,-0.1228673
9:30:16:0:40:328,3508,0.2432272,0.6663877,-0.6940369,-0.1228038
9:30:16:0:40:387,3515,0.2432286,0.6663305,-0.6941019,-0.1227435
9:30:16:0:40:446,3522,0.2431623,0.6660717,-0.6943308,-0.1229849
9:30:16:0:40:506,3530,0.2431691,0.6658462,-0.6945333,-0.1230494
9:30:16:0:40:565,3536,0.2431623,0.6656446,-0.6946971,-0.1232291
9:30:16:0:40:624,3543,0.2430402,0.6654003,-0.6949412,-0.1234122
9:30:16:0:40:683,3550,0.2430451,0.6651696,-0.6951382,-0.1235367
9:30:16:0:40:752,3559,0.2430401,0.6649728,-0.695307,-0.1236563
9:30:16:0:40:871,3571,0.2429843,0.6645598,-0.6956882,-0.123842
9:30:16:0:40:930,3577,0.2429138,0.6644118,-0.6958442,-0.1238982
9:30:16:0:40:990,3584,0.2428611,0.6641906,-0.6960512,-0.1240246
9:30:16:0:41:49,3591,0.2428578,0.6639985,-0.6962249,-0.1240839
9:30:16:0:41:109,3599,0.2427986,0.6636373,-0.6965353,-0.12439
9:30:16:0:41:167,3606,0.2427953,0.6634451,-0.6967089,-0.1244494
9:30:16:0:41:227,3613,0.2427425,0.6632236,-0.6969157,-0.1245757
9:30:16:0:41:286,3620,0.2426817,0.6630411,-0.6970996,-0.1246368
9:30:16:0:41:345,3628,0.2426765,0.6628437,-0.6972677,-0.1247562
9:30:16:0:41:405,3635,0.2426175,0.6626663,-0.6974567,-0.1247573
9:30:16:0:41:465,3642,0.2426123,0.6624688,-0.6976247,-0.1248766
9:30:16:0:41:523,3648,0.242557,0.6621794,-0.6978854,-0.1250627
9:30:16:0:41:592,3656,0.2424961,0.6619966,-0.6980689,-0.1251238
9:30:16:0:41:652,3663,0.2424884,0.6617314,-0.6982908,-0.125303
9:30:16:0:41:711,3671,0.2424317,0.6616213,-0.6984255,-0.1252442
9:30:16:0:41:770,3678,0.2424354,0.6616313,-0.6984361,-0.125124
9:30:16:0:41:829,3685,0.24243,0.6614336,-0.6986038,-0.1252433
9:30:16:0:41:889,3692,0.2423715,0.6613184,-0.698733,-0.1252446
9:30:16:0:41:948,3699,0.2423185,0.661096,-0.6989392,-0.1253708
9:30:16:0:42:7,3706,0.2422532,0.6608403,-0.6991711,-0.1255517
9:30:16:0:42:66,3713,0.2422551,0.6605403,-0.6994208,-0.1257358
9:30:16:0:42:126,3720,0.2421916,0.6602895,-0.6996579,-0.1258566
9:30:16:0:42:185,3727,0.242185,0.6602715,-0.6996998,-0.1257311
9:30:16:0:42:244,3734,0.2421258,0.6600933,-0.6998881,-0.1257321
9:30:16:0:42:304,3742,0.2420622,0.6598424,-0.700125,-0.1258528
9:30:16:0:42:373,3750,0.2420708,0.6596826,-0.7002718,-0.1258573
9:30:16:0:42:432,3757,0.2419999,0.6595337,-0.7004265,-0.1259132
9:30:16:0:42:551,3771,0.2419454,0.6591853,-0.7007506,-0.1260387
9:30:16:0:42:610,3778,0.2418842,0.6590018,-0.7009333,-0.1260996
9:30:16:0:42:669,3785,0.2418859,0.6587011,-0.7011822,-0.1262836
9:30:16:0:42:728,3793,0.2418237,0.6586979,-0.7012398,-0.1260999
9:30:16:0:42:788,3800,0.2418181,0.6584995,-0.7014067,-0.126219
9:30:16:0:42:847,3807,0.241769,0.6583491,-0.7015635,-0.1262253
9:30:16:0:42:906,3815,0.2417624,0.658331,-0.7016054,-0.1260998
9:30:16:0:42:966,3822,0.2417592,0.6582004,-0.7017183,-0.1261591
9:30:16:0:43:25,3829,0.241703,0.6581524,-0.7017933,-0.1261006
9:30:16:0:43:84,3836,0.2417538,0.6581246,-0.7018246,-0.1259732
9:30:16:0:43:143,3844,0.2417029,0.6579691,-0.7019761,-0.1260395
9:30:16:0:43:213,3852,0.2417619,0.6576583,-0.7022142,-0.1262216
9:30:16:0:43:272,3859,0.2417631,0.6576005,-0.7022788,-0.1261612
9:30:16:0:43:331,3867,0.2417599,0.6574697,-0.7023916,-0.1262205
9:30:16:0:43:450,3876,0.2418226,0.657169,-0.7026404,-0.1262824
9:30:16:0:43:509,3884,0.2417584,0.6571606,-0.7026924,-0.1261587
9:30:16:0:43:568,3891,0.2416978,0.6570395,-0.7028157,-0.12622
9:30:16:0:43:627,3898,0.2416947,0.656665,-0.7031119,-0.1265235
9:30:16:0:43:746,3911,0.2416423,0.6563833,-0.7033812,-0.1265891
9:30:16:0:43:805,3918,0.2416416,0.6563205,-0.7034402,-0.1265887
9:30:16:0:43:865,3925,0.2415758,0.6560631,-0.7036703,-0.1267693
9:30:16:0:43:924,3933,0.2415195,0.655771,-0.7039284,-0.1269549
9:30:16:0:44:53,3946,0.2414573,0.6552795,-0.7043523,-0.1272595
9:30:16:0:44:112,3954,0.2413958,0.6550951,-0.7045339,-0.1273203
9:30:16:0:44:171,3961,0.2413969,0.6547928,-0.7047812,-0.1275039
9:30:16:0:44:230,3968,0.2413275,0.6546482,-0.7049401,-0.1274996
9:30:16:0:44:289,3975,0.2412737,0.6544237,-0.7051442,-0.1276254
9:30:16:0:44:349,3983,0.2412748,0.6543657,-0.7052086,-0.127565
9:30:16:0:44:408,3990,0.2411461,0.6542255,-0.7053722,-0.1276225
9:30:16:0:44:467,3997,0.2410871,0.654109,-0.7055002,-0.1276236
9:30:16:0:44:527,4005,0.2410882,0.654051,-0.7055646,-0.1275631
9:30:16:0:44:586,4012,0.2410886,0.6539299,-0.7056877,-0.1275023
9:30:16:0:44:645,4021,0.2410277,0.6538083,-0.7058102,-0.1275634
9:30:16:0:44:704,4029,0.2410315,0.6538184,-0.7058212,-0.1274433
9:30:16:0:44:764,4036,0.2410273,0.653624,-0.705992,-0.1275022
9:30:16:0:44:833,4044,0.2409656,0.6534391,-0.7061732,-0.1275628
9:30:16:0:44:892,4052,0.2409672,0.6531994,-0.7063611,-0.1277468
9:30:16:0:44:952,4059,0.2409082,0.6530827,-0.706489,-0.1277479
9:30:16:0:45:11,4066,0.2408445,0.6528926,-0.7066646,-0.1278686
9:30:16:0:45:129,4079,0.2407215,0.6523406,-0.7071499,-0.1282342
9:30:16:0:45:188,4086,0.2406651,0.6522921,-0.7072245,-0.1281757
9:30:16:0:45:248,4093,0.2406608,0.6520973,-0.707395,-0.1282344
9:30:16:0:45:307,4101,0.2406618,0.6520391,-0.7074591,-0.1281739
9:30:16:0:45:366,4108,0.2406629,0.6519809,-0.7075232,-0.1281135
9:30:16:0:45:426,4114,0.2406002,0.6517324,-0.7077626,-0.1281736
9:30:16:0:45:485,4121,0.240604,0.6517426,-0.7077737,-0.1280536
9:30:16:0:45:544,4129,0.2406004,0.6516109,-0.7078853,-0.1281127
9:30:16:0:45:603,4136,0.2405405,0.6514307,-0.7080715,-0.1281133
9:30:16:0:45:673,4144,0.2405369,0.651299,-0.7081832,-0.1281724
9:30:16:0:45:732,4152,0.2404805,0.6512504,-0.7082577,-0.1281138
9:30:16:0:45:791,4157,0.2404738,0.6512324,-0.7082992,-0.1279882
9:30:16:0:45:850,4164,0.2404825,0.651134,-0.7083859,-0.1279929
9:30:16:0:45:910,4172,0.2404234,0.6510169,-0.7085134,-0.1279939
9:30:16:0:45:969,4179,0.2404167,0.6509989,-0.7085549,-0.1278682
9:30:16:0:46:28,4186,0.2403584,0.6509451,-0.7086238,-0.1278697
9:30:16:0:46:87,4193,0.2403561,0.6505729,-0.7089224,-0.1281126
9:30:16:0:46:147,4201,0.240295,0.6504506,-0.7090443,-0.1281736
9:30:16:0:46:206,4208,0.2403012,0.6501012,-0.7093068,-0.1284821
9:30:16:0:46:266,4215,0.240242,0.6499839,-0.7094341,-0.1284831
9:30:16:0:46:325,4223,0.2402307,0.6498924,-0.7095228,-0.128477
9:30:16:0:46:384,4229,0.2402345,0.6499026,-0.709534,-0.128357
9:30:16:0:46:512,4243,0.2401792,0.649613,-0.7097952,-0.1284821
9:30:16:0:46:572,4250,0.2401125,0.6493535,-0.7100225,-0.1286622
9:30:16:0:46:631,4257,0.2400456,0.6492766,-0.7101272,-0.128598
9:30:16:0:46:690,4264,0.2400542,0.6491778,-0.7102137,-0.1286026
9:30:16:0:46:749,4272,0.2399932,0.6488726,-0.7104579,-0.1289078
9:30:16:0:46:809,4278,0.2399234,0.6487271,-0.7106152,-0.1289032
9:30:16:0:46:868,4285,0.2399264,0.648491,-0.7108071,-0.1290268
9:30:16:0:46:927,4292,0.239868,0.648437,-0.7108759,-0.1290282
9:30:16:0:46:986,4299,0.2398011,0.648177,-0.7111027,-0.1292082
9:30:16:0:47:46,4306,0.239804,0.6479409,-0.7112945,-0.1293318
9:30:16:0:47:165,4316,0.2397456,0.6475818,-0.7116075,-0.1295163
9:30:16:0:47:224,4323,0.239739,0.6473808,-0.711771,-0.1296349
9:30:16:0:47:293,4332,0.2396815,0.6470852,-0.7120256,-0.1298199
9:30:16:0:47:352,4339,0.2396221,0.6469674,-0.7121524,-0.1298207
9:30:16:0:47:411,4346,0.2396277,0.6467996,-0.7122912,-0.1298848
9:30:16:0:47:471,4352,0.2395607,0.6467224,-0.7123955,-0.1298205
9:30:16:0:47:530,4359,0.2395606,0.646417,-0.7126395,-0.1300036
9:30:16:0:47:589,4366,0.2395644,0.6464272,-0.7126507,-0.1298836
9:30:16:0:47:648,4373,0.2395067,0.646131,-0.7129049,-0.1300685
9:30:16:0:47:707,4381,0.2395029,0.6459986,-0.7130154,-0.1301275
9:30:16:0:47:767,4388,0.2394405,0.6458119,-0.7131945,-0.1301877
9:30:16:0:47:826,4395,0.2393779,0.6454415,-0.7134951,-0.1304921
9:30:16:0:47:885,4400,0.2393155,0.6452546,-0.7136741,-0.1305524
9:30:16:0:47:945,4408,0.239321,0.6450863,-0.7138126,-0.1306164
9:30:16:0:48:4,4415,0.2392644,0.6450372,-0.7138867,-0.1305578
9:30:16:0:48:63,4422,0.2392548,0.6449505,-0.7139804,-0.1304915
9:30:16:0:48:132,4431,0.2392651,0.6448562,-0.7140722,-0.1304361
9:30:16:0:48:192,4436,0.2392612,0.6447235,-0.7141826,-0.130495
9:30:16:0:48:251,4443,0.2392033,0.6444268,-0.7144359,-0.1306798
9:30:16:0:48:311,4451,0.2391964,0.6442251,-0.7145985,-0.1307981
9:30:16:0:48:369,4458,0.2391869,0.6441383,-0.7146921,-0.1307319
9:30:16:0:48:429,4465,0.2391347,0.6439793,-0.7148408,-0.1307978
9:30:16:0:48:488,4472,0.2390751,0.643861,-0.7149671,-0.1307986
9:30:16:0:48:607,4485,0.2390105,0.643546,-0.7152613,-0.1308576
9:30:16:0:48:666,4492,0.2389504,0.6432436,-0.7155086,-0.1311023
9:30:16:0:48:725,4500,0.2389528,0.6430058,-0.7156988,-0.1312257
9:30:16:0:48:784,4507,0.2388902,0.6428185,-0.7158771,-0.1312858
9:30:16:0:48:844,4514,0.2388375,0.6424747,-0.7161463,-0.1315956
9:30:16:0:48:913,4523,0.2387674,0.6423281,-0.7163021,-0.1315906
9:30:16:0:48:972,4530,0.2387652,0.6422003,-0.7164177,-0.1315894
9:30:16:0:49:31,4537,0.2387148,0.6420459,-0.7165717,-0.1315953
9:30:16:0:49:91,4544,0.2386486,0.6416045,-0.7169222,-0.1319586
9:30:16:0:49:150,4552,0.2386532,0.6412508,-0.7171804,-0.1322664
9:30:16:0:49:210,4559,0.2385904,0.6410629,-0.7173581,-0.1323264
9:30:16:0:49:268,4566,0.2385264,0.6408109,-0.7175935,-0.1323858
9:30:16:0:49:328,4571,0.2385255,0.6405032,-0.7178348,-0.1325684
9:30:16:0:49:387,4578,0.2385233,0.6403751,-0.7179501,-0.1325672
9:30:16:0:49:446,4585,0.2384634,0.6402563,-0.7180758,-0.1325678
9:30:16:0:49:506,4593,0.2384048,0.6399577,-0.7183273,-0.1327523
9:30:16:0:49:565,4600,0.2383388,0.6397002,-0.7185565,-0.1328716
9:30:16:0:49:624,4607,0.2383439,0.6395307,-0.7186939,-0.1329355
9:30:16:0:49:683,4614,0.2382872,0.639237,-0.7189509,-0.1330599
9:30:16:0:49:753,4623,0.2382736,0.6388955,-0.7192152,-0.1332965
9:30:16:0:49:812,4630,0.238223,0.6387402,-0.7193686,-0.1333023
9:30:16:0:49:871,4637,0.2381568,0.6384824,-0.7195973,-0.1334215
9:30:16:0:49:930,4645,0.2381544,0.638354,-0.7197123,-0.1334202
9:30:16:0:49:990,4652,0.2381038,0.6381987,-0.7198656,-0.133426
9:30:16:0:50:49,4659,0.2380407,0.6380101,-0.7200425,-0.1334859
9:30:16:0:50:108,4667,0.2379818,0.6377106,-0.7202932,-0.1336702
9:30:16:0:50:168,4674,0.2380347,0.6376889,-0.7203296,-0.1334825
9:30:16:0:50:227,4681,0.2379808,0.6374639,-0.7205344,-0.1335476
9:30:16:0:50:286,4688,0.2379158,0.63727,-0.7207053,-0.1336674
9:30:16:0:50:345,4696,0.2379194,0.6370357,-0.7208995,-0.1337305
9:30:16:0:50:405,4703,0.2379138,0.6368375,-0.7210656,-0.1337884
9:30:16:0:50:464,4710,0.2378526,0.6366538,-0.721248,-0.1337882
9:30:16:0:50:533,4719,0.2378501,0.6365252,-0.7213627,-0.1337869
9:30:16:0:50:592,4726,0.2377993,0.6363695,-0.7215158,-0.1337926
9:30:16:0:50:642,4731,0.2377949,0.6362355,-0.7216244,-0.1338512
9:30:16:0:50:711,4740,0.2377304,0.6359822,-0.7218581,-0.1339103
9:30:16:0:50:770,4746,0.2376731,0.6356871,-0.7221137,-0.1340345
9:30:16:0:50:829,4753,0.237677,0.6356975,-0.7221255,-0.1339146
9:30:16:0:50:889,4760,0.2376773,0.6353931,-0.7223706,-0.1340368
9:30:16:0:50:948,4768,0.2376048,0.6352403,-0.7225187,-0.1340914
9:30:16:0:51:7,4775,0.2376074,0.6351863,-0.7225877,-0.1339708
9:30:16:0:51:67,4782,0.2375513,0.6349553,-0.7227858,-0.1340956
9:30:16:0:51:126,4790,0.2375455,0.6347569,-0.7229514,-0.1341534
9:30:16:0:51:185,4797,0.2374894,0.6345258,-0.7231494,-0.1342783
9:30:16:0:51:244,4804,0.2374868,0.6343969,-0.7232637,-0.1342768
9:30:16:0:51:304,4812,0.2374307,0.6341657,-0.7234616,-0.1344016
9:30:16:0:51:373,4820,0.2374288,0.6338556,-0.7237002,-0.1345837
9:30:16:0:51:432,4827,0.2373045,0.6336054,-0.7239374,-0.1347045
9:30:16:0:51:491,4834,0.237245,0.6333043,-0.7241861,-0.1348884
9:30:16:0:51:551,4842,0.2372515,0.6331386,-0.7243282,-0.1348922
9:30:16:0:51:610,4847,0.2371186,0.6327435,-0.7246612,-0.1351912
9:30:16:0:51:669,4854,0.2371218,0.6325078,-0.7248541,-0.135254
9:30:16:0:51:728,4862,0.2371224,0.6324484,-0.724917,-0.1351933
9:30:16:0:51:788,4869,0.2371203,0.6321377,-0.7251548,-0.1353752
9:30:16:0:51:847,4876,0.2370587,0.6319529,-0.725336,-0.1353749
9:30:16:0:51:906,4884,0.2369956,0.6315812,-0.7256349,-0.1356179
9:30:16:0:51:966,4891,0.2369986,0.6313453,-0.7258274,-0.1356806
9:30:16:0:52:25,4896,0.2369316,0.6310853,-0.7260533,-0.1357993
9:30:16:0:52:84,4903,0.236877,0.6308583,-0.7262561,-0.135864
9:30:16:0:52:143,4910,0.2368133,0.6306681,-0.726431,-0.1359235
9:30:16:0:52:213,4918,0.2367587,0.630441,-0.7266337,-0.1359882
9:30:16:0:52:272,4925,0.2367545,0.6302468,-0.726804,-0.1359858
9:30:16:0:52:331,4933,0.2366908,0.6300564,-0.7269787,-0.1360453
9:30:16:0:52:390,4940,0.2366394,0.6298991,-0.7271307,-0.1360509
9:30:16:0:52:450,4947,0.2366315,0.6298169,-0.7272282,-0.1359242
9:30:16:0:52:509,4955,0.236571,0.6296964,-0.7273521,-0.1359246
9:30:16:0:52:568,4962,0.2365735,0.6296421,-0.7274209,-0.135804
9:30:16:0:52:628,4969,0.2365654,0.6294372,-0.7275788,-0.1359213
9:30:16:0:52:687,4976,0.2365803,0.629416,-0.7276249,-0.1357468
9:30:16:0:52:746,4984,0.2365145,0.6292202,-0.7277933,-0.1358662
9:30:16:0:52:805,4991,0.2365102,0.6290257,-0.7279633,-0.1358637
9:30:16:0:52:865,4998,0.236504,0.628826,-0.7281272,-0.1359212
9:30:16:0:52:924,5006,0.2364472,0.6285932,-0.7283234,-0.1360457
9:30:16:0:52:993,5014,0.2363223,0.6283414,-0.7285586,-0.1361661
9:30:16:0:53:52,5021,0.2363319,0.6282448,-0.7286492,-0.1361105
9:30:16:0:53:112,5029,0.2362083,0.6280578,-0.7288278,-0.1362318
9:30:16:0:53:171,5036,0.2362022,0.6276754,-0.7291142,-0.1364724
9:30:16:0:53:230,5043,0.2361473,0.6274474,-0.7293161,-0.1365369
9:30:16:0:53:289,5050,0.2361443,0.6273175,-0.7294291,-0.1365353
9:30:16:0:53:349,5057,0.2360839,0.627014,-0.7296751,-0.1367187
9:30:16:0:53:408,5064,0.2360235,0.6267104,-0.7299211,-0.1369022
9:30:16:0:53:467,5071,0.2360205,0.6265804,-0.7300339,-0.1369004
9:30:16:0:53:527,5078,0.2359565,0.6262064,-0.73033,-0.1371429
